fdc_id,brand_owner,brand_name,subbrand_name,ingredients,not_a_significant_source_of,serving_size_grams,household_serving_fulltext,branded_food_category,market_country
1849545,GENERAL MILLS SALES INC.,Lucky Charms,,"Whole Grain Oats, Sugar, Corn Starch, Modified Corn Starch, Corn Syrup, Dextrose. Contains 2% or less of: Salt, Gelatin, Trisodium Phosphate, Red 40, Yellow 5 &amp; 6, Blue 1, Natural And Artificial Flavor. Vitamin E (mixed tocopherols) Added to Preserve Freshness. Vitamins and Minerals: Calcium Carbonate, Vitamin C (sodium ascorbate), Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), Vitamin B2 (riboflavin), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,159,1 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1008673,"Kapok International, Inc.",,,"ROLLED OATS (MAY CONTAIN WHEAT OR SOY), SWEETENED DRIED CRANBERRIES (CRANBERRIES, SUGAR, SUNFLOWER OIL), HONEY, BROWN SUGAR, WALNUTS (NUT), PUMPKIN SEEDS, SOYBEAN OIL, SALT, SPICES.",,55,0.5 cup,Cereal,United States
1849546,GENERAL MILLS SALES INC.,General Mills Multiple Brands,,"Lucky Charms Ingredients: Whole Grain Oats, Sugar, Corn Starch, Modified Corn Starch, Corn Syrup, Dextrose. Contains 2% or less of: Salt, Gelatin, Trisodium Phosphate, Red 40, Yellow 5 & 6, Blue 1, Natural and Artificial Flavor. Vitamin E (mixed tocopherols) Added to Preserve Freshness.Vitamins and Minerals: Calcium Carbonate, Vitamin C (sodium ascorbate), Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), Vitamin B2 (riboflavin), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.Cocoa Puffs Ingredients: Whole Grain Corn, Sugar, Rice Flour, Corn Syrup, Cocoa Processed with Alkali, Canola and/or Sunflower Oil, Salt, Color (caramel color and annatto extract), Baking Soda, Natural Flavor.Vitamins and Minerals: Tricalcium Phosphate, Calcium Carbonate, Vitamin C (sodium ascorbate), Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), Vitamin B2 (riboflavin), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.Trix Ingredients: Whole Grain Corn, Sugar, Rice Flour, Corn Syrup, Canola and/or Sunflower Oil, Salt, Trisodium Phosphate, Natural and Artificial Flavor, Red 40, Yellow 6, Blue 1 and Other Color Added, Citric Acid, Malic Acid. Vitamins and Minerals: Calcium Carbonate, Tricalcium Phosphate, Vitamin C (sodium ascorbate), Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,162,1 1/4 cup Trix with 1/2 cup skim milk,Processed Cereal Products,United States
1849547,GENERAL MILLS SALES INC.,Cheerios,,"Whole Grain Oats, Whole Grain Corn, Sugar, Corn Starch, Whole Grain Rice, Whole Grain Sorghum, Whole Grain Millet, Brown Sugar Syrup, Salt, Tripotassium Phosphate, Color (caramel color, annatto extract). Vitamin E (mixed tocopherols) Added to Preserve Freshness.Vitamins and Minerals: Calcium Carbonate, Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin C (sodium ascorbate), A B Vitamin (calcium pantothenate), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), A B Vitamin (folic acid), Vitamin B12, Vitamin A (palmitate), Vitamin D3.",,162,1 1/3 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1849548,GENERAL MILLS SALES INC.,Lucky Charms,,"Whole Grain Oats, Sugar, Corn Starch, Modified Corn Starch, Corn Syrup, Dextrose. Contains 2% or less of: Salt, Gelatin, Trisodium Phosphate, Red 40, Yellow 5 &amp; 6, Blue 1, Natural And Artificial Flavor. Vitamin E (mixed tocopherols) Added to Preserve Freshness. Vitamins and Minerals: Calcium Carbonate, Vitamin C (sodium ascorbate), Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), Vitamin B2 (riboflavin), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,159,1 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1008999,"Wal-Mart Stores, Inc.",,,"INGREDIENTS: WHOLE GRAIN WHEAT FLOUR, MALTED BARLEY FLOUR, SALT, DRIED YEAST. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE (VITAMIN B2), ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), THIAMINE MONONITRATE (VITAMIN B1), FOLIC ACID.",,58,1/2 cup,Cereal,United States
1009013,"Wal-Mart Stores, Inc.",,,"INGREDIENTS: ORGANIC WHOLE GRAIN OAT FLOUR, ORGANIC RICE FLOUR, ORGANIC CANE SUGAR, SEA SALT, CALCIUM CARBONATE, TOCOPHEROLS (ANTIOXIDANTS TO MAINTAIN FRESHNESS).",,28,1 Cup,Cereal,United States
1009071,Magi Foods LLC,,,"ORGANIC WHOLE ROLLED OATS, ORGANIC CANE SUGAR, ORGANIC BROWN SUGAR, ORGANIC GROUND CINNAMON",,57,1 cup,Cereal,United States
1009203,"Hy-Vee, Inc.",,,"RICE, SUGAR, CANOLA OIL, COCOA (PROCESSED WITH ALKALI), CORN SYRUP, SALT, CARAMEL COLOR, NATURAL AND ARTIFICIAL FLAVOR, BHT (TO PRESERVE FRESHNESS). VITAMINS AND MINERALS: NIACINAMIDE (VITAMIN B3), VITAMIN A PALMITATE, REDUCED IRON, ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), VITAMIN D, THIAMIN MONONITRATE (VITAMIN B1), VITAMIN B12, FOLIC ACID.",,42,1 cup,Cereal,United States
1849551,GENERAL MILLS SALES INC.,Lucky Charms,,"WHOLE GRAIN CORN, SUGAR, CORN MEAL, CORN SYRUP, CORN STARCH, CONTAINS 2% OR LESS OF: SALT, DEXTROSE, MALT SYRUP, REFINER'S SYRUP, GELATIN, BAKING SODA, NATURAL AND ARTIFICIAL FLAVOR, RED 40, YELLOW 5, BLUE 1, YELLOW 6. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS.VITAMINS AND MINERALS: CALCIUM CARBONATE, IRON AND ZINC (MINERAL NUTRIENTS), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), A B VITAMIN (FOLIC ACID).",,164,1 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1849552,GENERAL MILLS SALES INC.,Lucky Charms,,"Whole Grain Oats, Sugar, Corn Syrup, Modified Corn Starch, Corn Starch, Salt, Dextrose, Gelatin, Trisodium Phosphate, Blue 1, Yellow 5 & 6, Natural and Artificial Flavor. Vitamin E (mixed tocopherols) Added to Preserve Freshness.Vitamins and Minerals: Calcium Carbonate, Vitamin C (sodium ascorbate), Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), Vitamin B2 (riboflavin), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,159,1 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1849553,GENERAL MILLS SALES INC.,Golden Grahams,,"Whole Grain Wheat, Corn Meal, Sugar, Brown Sugar Syrup, Canola and/or Sunflower Oil, Honey, Baking Soda, Salt, Dextrose, Trisodium Phosphate, Natural Flavor. Vitamins and Minerals: Calcium Carbonate, Vitamin C (sodium ascorbate), Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), Vitamin B2 (riboflavin), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,163,1 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1009373,Rafael Padilla & Cia S. En C.,,,"INGREDIENTS: WHOLE GRAIN ROLLED OATS, TURBINADO SUGAR, PECANS, ROLLED FLAX SEED, ALL NATURAL CARAMEL FLAVORING.",,52,1 container,Cereal,United States
1849555,GENERAL MILLS SALES INC.,Chex,,"WHOLE GRAIN CORN, CORN MEAL, SUGAR, CORN STARCH, SALT, BAKING SODA. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS.   VITAMINS AND MINERALS: CALCIUM CARBONATE, IRON AND ZINC (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), VITAMIN B2 (RIBOFLAVIN), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,162,1 1/4 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1009417,"Hy-Vee, Inc.",,,"WHOLE GRAIN WHEAT, SUGAR, CORN MEAL, CANOLA OIL, MOLASSES, FRUCTOSE, SALT, HONEY, BAKING SODA, CALCIUM CARBONATE, SOY LECITHIN, DEXTROSE, TRISODIUM PHOSPHATE, ROSEMARY EXTRACT (ANTIOXIDANT). VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6).",,42,1 cup,Cereal,United States
1009421,"Dave's Naturals, Inc.",,,"ORGANIC WHOLE GRAIN OATS, ORGANIC CANE SUGAR, ALMONDS, CHIA SEEDS, OAT BRAN, APPLES, NATURAL FLAVOR, CINNAMON, SEA SALT.",,60,60 GRM,Cereal,United States
1009539,"Post Consumer Brands, LLC",,,"INGREDIENTS: MILLED CORN, CORN SYRUP, SALT, BARLEY MALT EXTRACT, WHEAT STARCH, BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,40,1 1/3 cups,Cereal,United States
1849560,GENERAL MILLS SALES INC.,Cascadian Farm,,"WHOLE GRAIN CORN MEAL*, WHOLE GRAIN SORGHUM FLOUR*, CANE SUGAR*, DRIED SWEET POTATO*, CHICKPEA FLOUR*, SUNFLOWER OIL*, HONEY*, CALCIUM CARBONATE, SEA SALT, MOLASSES*, NATURAL FLAVOR, VANILLA EXTRACT*. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS.*ORGANIC",,166,1 1/4 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1849562,GENERAL MILLS SALES INC.,Cocoa Puffs,,"Whole Grain Corn, Sugar, Rice Flour, Corn Syrup, Cocoa Processed with Alkali, Canola and/or Sunflower Oil, Salt, Color (caramel color and annatto extract), Baking Soda, Natural Flavor.Vitamins and Minerals: Tricalcium Phosphate, Calcium Carbonate, Vitamin C (sodium ascorbate), Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), Vitamin B2 (riboflavin), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,159,1 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1849563,GENERAL MILLS SALES INC.,Cocoa Puffs,,"Whole Grain Corn, Sugar, Rice Flour, Corn Syrup, Cocoa Processed with Alkali, Canola and/or Sunflower Oil, Salt, Color (caramel color and annatto extract), Baking Soda, Natural Flavor.Vitamins and Minerals: Tricalcium Phosphate, Calcium Carbonate, Vitamin C (sodium ascorbate), Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), Vitamin B2 (riboflavin), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,159,1 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1009617,Productos Quaker Sa,,,"ROLLED OATS, IRON.",,34,0.333 cup,Cereal,United States
1849564,GENERAL MILLS SALES INC.,Golden Grahams,,"Whole Grain Wheat, Corn Meal, Sugar, Brown Sugar Syrup, Canola and/or Sunflower Oil, Honey, Baking Soda, Salt, Dextrose, Trisodium Phosphate, Natural Flavor. Vitamins and Minerals: Calcium Carbonate, Vitamin C (sodium ascorbate), Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), Vitamin B2 (riboflavin), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,163,1 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1849565,GENERAL MILLS SALES INC.,Chex,,"Whole Grain Rice, Rice, Sugar, Salt, Molasses. Vitamin E (mixed tocopherols) Added to Preserve Freshness. Vitamins and Minerals: Calcium Carbonate, Iron and Zinc (mineral nutrients), Vitamin C (sodium ascorbate), A B Vitamin (niacinamide), Vitamin B2 (riboflavin), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,163,1 1/3 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1009835,"Post Consumer Brands, LLC",,,"RICE, SUGAR, COCOA (PROCESSED WITH ALKALI), CANOLA OIL, SALT, CARAMEL COLOR, NATURAL FLAVOR, ROSEMARY EXTRACT (ANTIOXIDANT). VITAMINS AND MINERALS: REDUCED IRON, ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), FOLIC ACID.",,42,1 cup,Cereal,United States
1009843,"Post Consumer Brands, LLC",,,"INGREDIENTS: WHOLE GRAIN WHEAT, SUGAR, DRIED BLUEBERRIES, GELATIN, VEGETABLE JUICE (COLOR), NATURAL FLAVOR. FRESHNESS PRESERVED WITH VITAMIN E (MIXED TOCOPHEROLS).",,60,21 biscuits,Cereal,United States
1009845,Nash Finch Company,,,"WHOLE GRAIN WHEAT, SUGAR, GELATIN. BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE (VITAMIN B3), FOLIC ACID, ZINC OXIDE (SOURCE OF ZINC), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), VITAMIN B12.",,60,21 BISCUITS,Cereal,United States
1009849,"Topco Associates, Inc.",,,WHOLE GRAIN WHEAT. FRESHNESS PRESERVED WITH VITAMIN E (MIXED TOCOPHEROLS).,,60,22 BISCUITS,Cereal,United States
1009851,"Topco Associates, Inc.",,,"WHOLE GRAIN WHEAT, SUGAR, GELATIN. BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE (VITAMIN B3), FOLIC ACID, ZINC OXIDE (SOURCE OF ZINC), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), VITAMIN B12.",,60,21 BISCUITS,Cereal,United States
1009853,"Topco Associates, Inc.",,,"WHOLE GRAIN OAT FLOUR, SUGAR, WHEAT STARCH, HONEY, SALT, CALCIUM CARBONATE, TRISODIUM PHOSPHATE, CARAMEL COLOR, MOLASSES, NATURAL FLAVOR. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,41,1-1/4 cup,Cereal,United States
1849571,GENERAL MILLS SALES INC.,Chex,,"WHOLE GRAIN CORN, CORN MEAL, SUGAR, CORN STARCH, HONEY, SALT, MOLASSES, CANOLA OIL, BAKING SODA, NATURAL FLAVOR, NATURAL ALMOND FLAVOR. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, ZINC AND IRON (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), VITAMIN B2 (RIBOFLAVIN), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,166,1 cup cereal with 1/2 cup of cereal,Processed Cereal Products,United States
1849572,GENERAL MILLS SALES INC.,Chex,,"Whole Grain Corn, Corn Meal, Sugar, Corn Starch, Honey, Salt, Molasses, Canola and/or Sunflower Oil, Baking Soda, Natural Flavor, Natural Almond Flavor. Vitamin E (mixed tocopherols) Added to Preserve Freshness.Vitamins and Minerals: Calcium Carbonate, Zinc and Iron (mineral nutrients), Vitamin C (sodium ascorbate), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), Vitamin B2 (riboflavin), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,166,1 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1849573,GENERAL MILLS SALES INC.,Kix,,"WHOLE GRAIN CORN, CORN MEAL, SUGAR, SALT, BROWN SUGAR SYRUP, BAKING SODA, VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS.VITAMINS AND MINERALS: CALCIUM CARBONATE, IRON AND ZINC (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), VITAMIN B2 (RIBOFLAVIN), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,163,1 1/2 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1849574,GENERAL MILLS SALES INC.,Trix,,"Whole Grain Corn, Sugar, Rice Flour, Corn Syrup, Canola Oil, Salt, Trisodium Phosphate, Natural And Artificial Flavor, Red 40, Yellow 6, Blue 1 and Other Color Added, Citric Acid, Malic Acid. Vitamins and Minerals: Calcium Carbonate, Tricalcium Phosphate, Vitamin C (sodium ascorbate), Iron and Zinc (mineral nutrients), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B2 (riboflavin), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,162,1 1/4 cup with 1/2 cup skim milk,Processed Cereal Products,United States
1849575,GENERAL MILLS SALES INC.,Chex,,"Cinnamon Chex Ingredients: Whole Grain Rice, Rice, Sugar, Canola and/or Sunflower Oil, Salt, Rice Fiber, Cinnamon, Molasses, Natural Flavor. Vitamin E (mixed tocopherols) Added to Preserve Freshness.Vitamins and Minerals: Calcium Carbonate, Iron and Zinc (mineral nutrients), Vitamin C (sodium ascorbate), A B Vitamin (niacinamide), Vitamin B2 (riboflavin), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.Honey Nut Chex Ingredients: Whole Grain Corn, Corn Meal, Sugar, Corn Starch, Honey, Salt, Molasses, Canola and/or Sunflower Oil, Baking Soda, Natural Flavor, Natural Almond Flavor. Vitamin E (mixed tocopherols) Added to Preserve Freshness.Vitamins and Minerals: Calcium Carbonate, Zinc and Iron (mineral nutrients), Vitamin C (sodium ascorbate), A B Vitamin (niacinamide), Vitamin B6 (pyridoxine hydrochloride), Vitamin B1 (thiamin mononitrate), Vitamin A (palmitate), Vitamin B2 (riboflavin), A B Vitamin (folic acid), Vitamin B12, Vitamin D3.",,166,1 cup Honey Nut Chex with 1/2 cup skim milk,Processed Cereal Products,United States
1849576,GENERAL MILLS SALES INC.,Kix,,"WHOLE GRAIN CORN, CORN MEAL, SUGAR, HONEY, SALT, BROWN SUGAR SYRUP, CARAMEL COLOR, BAKING SODA, NATURAL FLAVOR. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, IRON AND ZINC (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), VITAMIN B2 (RIBOFLAVIN), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,163,1 1/2 cup cereal with 1/2 cup skim milk,Processed Cereal Products,United States
1010339,"Big Y Foods, Inc.",,,100% WHOLE GRAIN ROLLED OATS.,,40,1/2 cup,Cereal,United States
1010371,The Moran Group Incorporated,,,"INGREDIENTS: WHOLE GRAIN OAT FLOUR, WHEAT STARCH, CALCIUM CARBONATE, SALT, TRISODIUM PHOSPHATE, CARAMEL COLOR. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE (VITAMIN B3), ZINC OXIDE, FOLIC ACID, RIBOFLAVIN (VITAMIN B2), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), THIAMIN MONONITRATE (VITAMIN B1), VITAMIN B12.",,41,11/2 cup,Cereal,United States
1849583,Sun-Maid Growers,Sun-Maid,,"Toasted Coated Oats (Whole Grain Rolled Oats, Cane Sugar, Brown Rice Syrup, Sunflower Oil), Brown Rice Syrup, Peanuts, Dark Chocolate Flavored Confectionery (Sugar, Palm Kernel Oil, Hydrogenated Palm Kernel Oil, Cocoa Powder-Processed with Alkali, Soy Lecithin, Whey Powder, Salt), California Raisins (Raisins, Raisin Paste), Whole Grain Brown Rice Flour, Chicory Root Fiber, Green Banana Flour, Natural Flavor, Dehydrated Marshmallow Bits (Sugar, Corn Syrup, Modified Corn Starch, Gelatin, Natural Flavor), Organic Coconut Oil, Salt.",,28,4 pieces (28g),Processed Cereal Products,United States
1849600,Sun-Maid Growers,Sun-Maid,,"Toasted Coated Oats (Whole Grain Rolled Oats, Cane Sugar, Brown Rice Syrup, Sunflower Oil), Brown Rice Syrup, White Confectionery (Sugar, Vegetable Fat [Palm Kernel and/or Palm], Whole Milk Powder, Whey Powder, Dry Buttermilk, Lactose, Soy Lecithin, Natural Vanilla Extract), California Raisins (Raisins, Raisin Paste), Almonds, Whole Grain Brown Rice Flour, Peanuts, Chicory Root Fiber, Green Banana Flour, Sprinkles (Sugar, Corn Starch, Vegetable Oil [Palm, Palm Extract], Color Added [Fruit and Vegetable Juice, Paprika Extract, Spirulina Extract, Turmeric Extract], Soy Lecithin, Dextrin, Confectioners Glaze, Carnauba Wax, Baking Soda, Citric Acid), Natural Flavor, Organic Coconut Oil, Salt.",,28,4 pieces (28g),Processed Cereal Products,United States
1849603,Sun-Maid Growers,Sun-Maid,,"Toasted Coated Oats (Whole Grain Rolled Oats, Cane Sugar, Brown Rice Syrup, Sunflower Oil), Peanuts, Brown Rice Syrup, Peanut Confectionery (Sugar, Vegetable Oil, [Palm Kernel Oil, Hydrogenated Palm Kernel Oil], Partially Defatted Peanut Flour, Whey Powder, Soy Lecithin, Salt), California Raisins (Raisins, Raisin Paste), Whole Grain Brown Rice Flour, Peanut Butter (Peanuts), Dried Strawberries (Strawberries, Cane Sugar, Rice Flour, Ascorbic Acid), Green Banana Flour, Chicory Root Fiber, Freeze Dried Strawberries, Natural Flavor, Salt, Peanut Oil.",,28,4 pieces (28g),Processed Cereal Products,United States
1849701,Digital Sound Labs,TRADER JOE'S,,"WHOLE ROLLED WHEAT, MILLED CANE SUGAR, RICE FLOUR, CORNSTARCH, VEGETABLE OIL (CANOLA AND/OR SAFFLOWER AND/OR SUNFLOWER OIL), BROWN RICE SYRUP, ALMONDS, SALT, NATURAL FLAVOR, BARLEY MALT SYRUP.",,55,0.75 cup,Cereal,United States
1849709,"Post Consumer Brands, LLC",EREWHON,,"ORGANIC MILLED CORN, SEA SALT.",,34,1 cup,Cereal,United States
1849710,"Post Consumer Brands, LLC",EREWHON,,"ORGANIC BROWN RICE, ORGANIC CORN MEAL, ORGANIC EVAPORATED CANE JUICE, FREEZE DRIED STRAWBERRIES, SEA SALT, NATURAL STRAWBERRY FLAVOR.",,32,0.75 cup,Cereal,United States
1849711,"Post Consumer Brands, LLC",EREWHON,,"ORGANIC BROWN RICE, ORGANIC BROWN RICE SYRUP, ORGANIC HONEY, FREEZE DRIED BLUEBERRIES, FREEZE DRIED RASPBERRIES, FREEZE DRIED STRAWBERRIES, SEA SALT, NATURAL BERRY FLAVOR.",,30,1 cup,Cereal,United States
1849712,"8th Avenue Food & Provisions, Inc.",PEACE CEREAL,,"WHOLE ROLLED OATS, RAISINS (RAISINS, VEGETABLE GLYCERIN, VEGETABLE OIL [CANOLA AND/OR SUNFLOWER OIL]), ROLLED RYE, APPLE POWDER (APPLES, CALCIUM STEARATE), APPLES, DATE POWDER, CORN FLOUR, ALMONDS, RICE FLOUR, MILLED CANE SUGAR, CINNAMON BARK, BARLEY MALT SYRUP, SALT, ANNATTO (FOR COLOR), TURMERIC (FOR COLOR), PURPLE CARROT JUICE (FOR COLOR).",,55,0.5 cup,Cereal,United States
1849714,"8th Avenue Food & Provisions, Inc.",PEACE CEREAL,,"CORN FLOUR, WHOLE ROLLED OATS, MILLED CANE SUGAR, ALMONDS, VEGETABLE OIL (CANOLA AND/OR SAFFLOWER AND/OR SUNFLOWER OIL), RICE FLOUR, BARLEY MALT SYRUP, CORNSTARCH, BROWN RICE SYRUP, SALT, NATURAL FLAVOR, CINNAMON BARK, ANNATTO (FOR COLOR), TURMERIC (FOR COLOR), PURPLE CARROT JUICE (FOR COLOR), GINGER ROOT, CARDAMOM SEED, BLACK PEPPER, CLOVE BUD.",,55,1 cup,Cereal,United States
1010939,"Hy-Vee, Inc.",,,"WHOLE GRAIN ROLLED OATS (WITH OAT BRAN), SUGAR, CRANBERRIES (DRIED CRANBERRIES, SUGAR, SUNFLOWER OIL), MILLED FLAXSEED, SALT, CALCIUM CARBONATE (A SOURCE OF CALCIUM), GUAR GUM, NATURAL FLAVORS, REDUCED IRON, NIACINAMIDE++, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE++, RIBOFLAVIN++, THIAMIN MONONITRATE++, FOLIC ACID++.",,40,1 PACKET,Cereal,United States
