fdc_id,nutrient_id,amount
1105991,1004,8.04
1105991,1104,0
1105991,1087,0
1105991,1079,0
1105991,1253,62
1105991,1093,286
1105991,1008,71
1105991,1257,0
1105991,1005,0
1105991,1110,0
1105991,1258,2.68
1105991,1003,18.75
1105991,2000,0
1105992,1003,14.29
1105992,2000,1.79
1105992,1258,6.25
1105992,1162,1.1
1105992,1253,58
1105992,1093,295
1105992,1005,0
1105992,1092,0
1105992,1008,143
1105992,1004,15.18
1105992,1104,89
1105992,1089,0
1105992,1110,0
1105992,1257,0
1105992,1087,18
1105992,1079,0
1105993,1003,14.29
1105993,1093,295
1105993,1162,1.1
1105993,2000,1.79
1105993,1008,143
1105993,1253,58
1105993,1104,89
1105993,1258,6.25
1105993,1004,15.18
1105993,1005,2.68
1105993,1087,18
1105994,2000,1.79
1105994,1008,71
1105994,1003,19.64
1105994,1253,58
1105994,1162,0
1105994,1005,2.68
1105994,1110,0
1105994,1258,2.68
1105994,1093,589
1105994,1257,0
1105994,1079,0
1105994,1004,8.04
1105994,1104,179
1105994,1089,0.64
1105994,1087,18
1105995,1079,0
1105995,2000,0
1105995,1162,0
1105995,1258,2.23
1105995,1104,0
1105995,1004,6.25
1105995,1089,0.32
1105995,1110,0
1105995,1093,232
1105995,1005,0
1105995,1008,54
1105995,1003,18.75
1105995,1087,0
1105995,1253,58
1105995,1257,0
1105996,1258,1.79
1105996,1104,0
1105996,1079,0
1105996,1253,22
1105996,2000,0
1105996,1089,0.64
1105996,1162,0
1105996,1093,250
1105996,1005,0
1105996,1257,0
1105996,1004,5.36
1105996,1003,20.54
1105996,1008,54
1105996,1087,0
1105997,1079,0
1105997,1258,0.89
1105997,1087,0
1105997,1008,18
1105997,2000,0
1105997,1253,54
1105997,1110,0
1105997,1003,17.86
1105997,1104,0
1105997,1257,0
1105997,1005,1.79
1105997,1004,2.23
1105997,1089,0
1105997,1162,0
1105997,1093,121
1105998,2000,0
1105998,1104,0
1105998,1162,0
1105998,1089,0.32
1105998,1258,2.23
1105998,1110,0
1105998,1093,232
1105998,1003,18.75
1105998,1004,6.25
1105998,1079,0
1105998,1257,0
1105998,1253,58
1105998,1008,54
1105998,1005,0
1105998,1087,0
1105999,1008,80
1105999,1004,8.93
1105999,1079,0
1105999,1005,0
1105999,1258,3.12
1105999,1092,0
1105999,1110,0
1105999,1253,49
1105999,1087,18
1105999,1257,0
1105999,1104,0
